id,pred
4515-7925,2
11615-7925,2
8441-8251,1
8441-3815,2
8251-3815,2
6855-10871,1
6855-9788,1
10871-9788,2
12778-13341,1
12778-11634,2
13341-11634,1
2009-10137,2
2009-12593,2
10137-12593,2
2964-9290,2
2964-9978,2
9290-9978,1
9548-4427,2
9548-1447,2
4427-1447,1
12316-6989,1
12316-13289,2
6989-13289,1
12884-12896,1
12884-13935,2
12896-13935,2
9489-14048,2
9489-13126,2
14048-13126,2
11090-3955,2
11090-12082,2
3955-12082,2
31-737,1
31-3477,2
737-3477,1
1700-9989,1
1700-4830,1
9989-4830,2
11759-10366,2
11759-2096,2
10366-2096,1
13046-671,2
13046-14989,1
671-14989,1
14199-6819,1
14199-7927,2
6819-7927,1
8111-7257,2
8111-13921,1
7257-13921,1
11729-2103,1
11729-4917,2
2103-4917,2
9805-12514,2
9805-14283,2
12514-14283,1
11876-1444,1
11876-11536,2
1444-11536,2
8657-1362,1
8657-771,2
1362-771,1
12561-5688,2
7919-13948,2
7919-11952,2
13948-11952,2
13668-9364,2
13668-5396,1
9364-5396,2
12948-3796,2
12948-2501,2
3796-2501,1
9532-14024,1
9532-14096,1
14024-14096,2
4308-2780,1
4308-3230,2
2780-3230,2
6084-2654,1
6084-8662,1
2654-8662,2
3921-2403,2
3921-2721,2
2403-2721,2
2461-8234,2
2461-3217,2
8234-3217,2
1269-14278,1
1269-8570,1
14278-8570,1
992-8422,1
992-2175,2
8422-2175,1
6361-7358,2
6361-11339,2
7358-11339,1
12334-10760,2
12334-13655,2
10760-13655,1
12393-13148,1
12393-8977,1
13148-8977,1
976-3802,2
976-11692,2
3802-11692,1
3876-1081,2
3876-3284,2
1081-3284,1
3260-2970,2
3260-13958,1
2970-13958,1
12074-7501,2
12074-6218,2
7501-6218,1
6729-13979,1
6729-846,2
13979-846,1
2640-6728,2
2640-12776,1
6728-12776,1
3171-13385,2
3171-5432,2
13385-5432,2
5928-2287,1
5928-6271,2
2287-6271,1
11563-10036,2
11563-10083,1
10036-10083,1
215-10123,2
215-14534,2
10123-14534,1
14227-2058,2
14227-13521,1
2058-13521,1
9126-3272,2
9126-5163,1
3272-5163,1
1536-1647,1
1536-6594,1
1647-6594,1
1507-4759,1
11779-6515,1
11779-9092,2
6515-9092,2
7085-14197,1
7085-3026,2
14197-3026,2
14217-1630,2
14217-1158,1
1630-1158,1
7297-5973,2
7297-11521,2
5973-11521,2
6845-7456,2
6845-9861,1
7456-9861,1
15001-4715,1
15001-6501,1
4715-6501,2
3085-11230,1
3085-6376,2
11230-6376,2
2217-3728,2
2217-7832,2
3728-7832,1
5528-9748,2
5528-14639,2
9748-14639,2
1312-1055,2
1312-10369,2
1055-10369,2
7498-12145,1
7498-8864,2
12145-8864,1
4990-8792,2
4990-8141,2
8792-8141,2
6009-13347,1
6009-4975,2
13347-4975,2
13277-5727,2
13277-13113,2
5727-13113,1
2500-13483,1
14593-4013,2
14593-8733,1
4013-8733,2
5186-9987,2
14390-1456,2
14390-12419,2
1456-12419,2
3945-80,1
3945-6574,2
80-6574,1
5369-8949,1
5369-4876,1
8949-4876,1
10303-4921,1
10303-13800,2
4921-13800,1
6310-2590,1
6310-2099,2
2590-2099,2
2998-2353,2
2998-8241,2
2353-8241,1
8816-9066,1
8816-9563,2
9066-9563,2
12001-12331,1
12001-2607,2
12331-2607,1
3469-10436,2
3469-14597,2
10436-14597,1
2412-4059,2
2412-1008,2
4059-1008,2
3045-2768,1
3045-1517,2
2768-1517,2
13817-9343,2
13817-3642,1
9343-3642,1
9558-1703,2
9558-14962,2
1703-14962,2
11278-7959,2
11278-1939,2
7959-1939,1
5224-14354,1
5224-8002,1
14354-8002,2
2462-1138,1
2462-14669,1
1138-14669,1
8287-6858,1
8287-9955,1
6858-9955,2
11155-6693,2
11155-14517,2
6693-14517,1
15042-5741,2
15042-13524,1
5741-13524,1
11774-1998,1
11774-14078,2
1998-14078,1
9960-13680,1
9960-10918,1
13680-10918,2
13566-6724,2
13566-13398,1
6724-13398,2
14831-5385,2
14831-5442,1
5385-5442,2
7587-5379,1
7587-7685,2
5379-7685,1
10208-11476,2
7585-5496,2
7585-7564,1
5496-7564,2
8257-4858,2
8257-7898,2
4858-7898,2
2386-13641,2
2386-7826,2
13641-7826,1
14015-4064,2
14015-3628,1
4064-3628,2
4706-15054,1
4706-4607,2
15054-4607,1
4131-367,1
4131-14076,1
367-14076,2
14733-11076,2
14733-13265,1
11076-13265,2
9467-5143,2
9467-13055,1
5143-13055,1
9832-4642,2
9832-1332,1
4642-1332,1
14026-10512,2
14026-723,2
10512-723,2
7760-36,1
7760-10890,2
36-10890,1
12939-452,2
12939-11704,1
452-11704,2
2632-9171,2
2632-4916,1
9171-4916,2
6829-8523,2
6829-5545,2
8523-5545,2
1789-14760,1
11084-10054,2
11084-6573,1
10054-6573,2
4452-5971,1
4452-13713,1
5971-13713,1
9261-3540,2
9261-7977,1
3540-7977,2
7837-2962,1
7837-4210,2
2962-4210,2
4451-3056,2
4451-6459,1
3056-6459,2
11188-10824,1
7992-12192,2
11179-5857,1
11179-6268,1
5857-6268,2
9271-194,2
9271-14614,1
194-14614,1
11723-5640,2
11723-6966,2
5640-6966,2
12543-2595,2
12543-10669,2
2595-10669,2
9983-1311,1
9983-8427,1
1311-8427,1
12491-7650,1
12491-986,1
7650-986,2
680-3712,2
680-5769,1
3712-5769,1
14190-14930,2
14190-7428,1
14930-7428,2
11172-11488,2
11172-6393,2
11488-6393,2
12412-14121,2
12412-12605,2
14121-12605,1
11455-11606,2
11455-4133,2
11606-4133,2
13772-9814,2
13772-4787,2
9814-4787,2
10713-14688,2
10713-12453,2
14688-12453,2
13773-5937,2
13773-4586,2
5937-4586,2
2525-11358,2
2525-11055,1
11358-11055,2
3675-1818,1
3675-1612,2
1818-1612,1
10827-2001,2
12947-10300,2
12947-89,2
10300-89,2
4753-12332,2
4753-10095,2
12332-10095,2
309-9892,2
309-1113,1
9892-1113,1
500-9887,2
8011-10898,1
8011-11042,2
10898-11042,2
10630-1274,2
10630-12266,2
1274-12266,1
10979-4014,1
10979-10770,2
4014-10770,1
2680-6104,2
2680-13605,2
6104-13605,1
3330-5114,2
3330-9061,2
5114-9061,1
6726-6914,2
6726-4672,1
6914-4672,2
6034-3247,1
6034-4657,2
3247-4657,2
7192-15021,2
7192-548,1
15021-548,1
638-13547,2
638-1979,2
13547-1979,2
2188-11239,1
2188-2651,1
11239-2651,2
634-7667,1
634-14566,1
7667-14566,2
8171-8490,2
8171-7023,1
8490-7023,1
1798-7527,2
1798-9208,1
7527-9208,2
1899-897,1
1899-6977,1
897-6977,2
8782-8150,2
8782-7409,2
8150-7409,1
14853-13678,1
14853-13127,1
13678-13127,1
4475-5634,2
4475-12024,1
5634-12024,1
6895-9074,2
6895-8467,1
9074-8467,2
1917-10311,2
1917-14678,2
10311-14678,1
10206-1267,2
10206-7236,2
1267-7236,1
8151-3780,1
8151-10386,1
3780-10386,2
5709-5394,1
12108-13532,1
12108-10799,2
13532-10799,1
4685-7081,1
4685-2522,2
7081-2522,2
6832-10905,2
6832-13888,2
10905-13888,2
6326-8939,1
6326-10523,2
8939-10523,2
2194-10666,1
2194-1136,1
10666-1136,2
3199-2334,1
3199-1364,1
2334-1364,1
5927-4295,1
5927-9577,1
4295-9577,2
4703-9313,1
4703-9919,2
9313-9919,2
1573-1618,2
1573-230,1
1618-230,1
1512-2487,1
1512-999,1
2487-999,1
3370-3771,2
3370-7617,2
3771-7617,2
3386-2142,2
3386-13262,2
2142-13262,1
14839-7197,1
7807-7421,2
7807-236,1
7421-236,2
14151-1531,2
14151-5142,2
1531-5142,1
3898-6181,2
3898-11336,2
6181-11336,2
5730-3059,2
5730-4518,1
3059-4518,2
5023-9116,1
5023-13453,1
9116-13453,1
5136-4645,2
5136-12886,1
4645-12886,2
11741-13465,2
11741-5834,1
13465-5834,1
8341-8229,2
8341-725,1
8229-725,2
3051-12956,1
3051-1996,2
3051-6028,1
3051-62,1
12956-1996,1
12956-6028,1
12956-62,1
1996-6028,2
1996-62,1
6028-62,1
139-11445,2
139-14802,1
11445-14802,2
1577-5008,2
1577-8759,1
5008-8759,1
8840-2879,1
8840-4745,1
2879-4745,2
7849-13182,1
7849-2672,2
13182-2672,1
11140-5765,2
11140-10638,2
5765-10638,2
11695-1854,1
11695-3975,1
1854-3975,2
5566-3691,1
5566-1538,2
3691-1538,1
340-9142,1
340-7583,1
9142-7583,1
9789-10654,2
9789-10044,1
10654-10044,1
14674-10807,1
14674-8754,2
10807-8754,2
13403-3206,2
13403-14525,1
3206-14525,2
6961-11312,2
6961-13136,1
11312-13136,2
4868-7797,2
4868-11954,2
7797-11954,1
12658-441,2
12658-3091,1
441-3091,2
2604-11045,2
3512-9464,1
3512-7592,2
9464-7592,2
6674-10802,2
6674-1880,1
10802-1880,2
549-5488,1
549-13317,1
5488-13317,2
3052-5554,1
3052-9446,2
5554-9446,1
10777-11844,1
10777-9091,2
11844-9091,1
12523-9021,1
12523-1718,2
9021-1718,1
6150-5650,2
6150-13998,1
5650-13998,2
1834-14820,2
1834-12209,2
14820-12209,2
3256-9233,2
3256-8890,1
9233-8890,2
10607-11116,2
10607-1056,2
11116-1056,1
5891-8983,2
5891-12335,1
8983-12335,1
11027-8330,2
11027-7847,1
8330-7847,2
14713-2706,2
14713-2733,1
2706-2733,2
8359-3429,2
8359-7593,1
3429-7593,2
11094-8417,2
11094-10948,2
8417-10948,2
406-13873,2
406-14302,2
13873-14302,2
12124-3328,2
12124-4337,1
3328-4337,2
2536-8291,2
2382-11388,1
742-9293,1
742-4705,2
9293-4705,1
11228-5837,2
11228-4683,1
5837-4683,2
12827-8945,2
12827-1894,2
8945-1894,2
7394-12114,1
7394-12768,2
12114-12768,2
2115-9509,2
2115-8352,2
9509-8352,2
10929-3359,2
10929-8517,1
3359-8517,2
5875-11933,1
5875-13313,2
11933-13313,2
5976-1476,1
5976-11327,1
1476-11327,2
464-804,2
464-5753,2
804-5753,1
905-14747,1
905-14150,1
14747-14150,2
14843-13161,1
14843-6124,1
13161-6124,1
6851-1065,2
6851-13111,1
1065-13111,1
3466-467,2
3466-6243,1
467-6243,1
12958-4853,1
12958-3387,2
4853-3387,1
33-14018,2
33-6465,2
14018-6465,1
9463-7377,1
9463-10656,1
7377-10656,2
10245-13765,1
10245-10931,2
13765-10931,1
13689-5210,1
13689-3725,2
5210-3725,2
7554-4524,1
7554-1778,2
4524-1778,2
653-13746,2
653-6627,1
13746-6627,1
12088-6311,2
12088-6262,2
6311-6262,2
6704-3946,2
6704-1633,1
3946-1633,2
5617-11971,1
5617-7292,2
11971-7292,2
2470-9974,2
2470-5270,1
9974-5270,2
6941-4675,1
6941-7526,1
4675-7526,2
8984-13534,2
8984-1398,1
13534-1398,2
13750-13754,2
13750-11757,2
13754-11757,1
5289-4905,2
5289-12055,2
4905-12055,2
8873-10976,1
8873-9315,1
10976-9315,1
1820-6097,1
1820-12362,2
6097-12362,2
5850-6873,1
5850-4874,2
6873-4874,2
1970-3744,1
1970-10959,2
3744-10959,1
12344-3295,2
12344-10714,2
3295-10714,1
6314-8160,1
6314-8911,2
8160-8911,1
11517-10086,2
11517-5512,2
10086-5512,1
6368-4459,1
6368-13264,2
4459-13264,2
6610-14294,2
6610-11781,2
14294-11781,1
4041-14971,1
4041-878,2
14971-878,1
12298-12371,2
12298-958,2
12371-958,2
9303-11025,1
9303-12556,2
11025-12556,2
14079-6301,2
14079-4740,2
6301-4740,2
3204-10955,2
9672-6783,1
9672-3928,2
6783-3928,1
3887-9466,2
3887-10339,1
9466-10339,1
1021-6563,2
1021-779,2
6563-779,2
8182-6351,1
8182-12210,2
6351-12210,1
11400-11697,2
11400-4431,2
11697-4431,1
11917-8492,1
11917-14415,2
8492-14415,1
12862-13452,2
12862-5456,1
13452-5456,2
10700-9986,2
10700-8487,2
9986-8487,1
10465-10212,2
10465-748,1
10212-748,2
11449-9262,1
11449-14132,1
9262-14132,2
12080-2465,2
12080-9583,2
2465-9583,2
2925-598,2
2925-1157,2
598-1157,2
8332-3782,2
8332-719,1
3782-719,2
5390-829,2
5390-2838,2
829-2838,1
3479-4206,2
3479-12015,2
4206-12015,2
6804-3943,2
6804-12263,1
3943-12263,2
6838-14266,2
6838-8387,2
14266-8387,1
7521-13268,2
7521-5956,1
13268-5956,1
10609-6992,2
10609-9654,2
6992-9654,1
11225-5279,1
11225-5739,1
5279-5739,2
155-7674,2
155-2884,1
7674-2884,2
12682-2504,2
12682-10385,2
2504-10385,1
8896-2921,2
8896-7979,2
2921-7979,2
9862-2496,2
9862-2881,2
2496-2881,1
11976-12435,1
11976-7710,2
12435-7710,2
7069-14693,1
7069-6240,2
14693-6240,2
2845-1315,1
2845-12733,1
1315-12733,2
1873-11810,1
1873-9031,2
11810-9031,2
7976-12995,1
7976-7361,2
12995-7361,1
5046-4693,1
5046-7958,1
4693-7958,2
12997-7089,1
12997-3137,1
7089-3137,2
2976-12188,1
2976-5610,2
12188-5610,1
6808-9496,2
6808-421,2
9496-421,2
1631-989,2
1631-3346,1
989-3346,2
10823-8700,2
10823-7895,2
8700-7895,1
781-1830,1
781-10149,1
1830-10149,1
9811-11008,2
9811-12450,2
11008-12450,2
6787-13736,1
6787-1908,2
13736-1908,2
13613-12880,2
13613-9780,1
12880-9780,2
1191-13083,1
1191-10327,2
13083-10327,2
11489-3773,1
11489-503,1
3773-503,2
12014-11473,1
12014-13737,2
11473-13737,2
816-10834,2
816-11712,1
10834-11712,2
8400-3785,2
8400-8869,2
3785-8869,1
8290-12462,2
8290-9759,1
12462-9759,1
12757-12271,1
12757-12270,1
12271-12270,2
4339-9694,1
4339-7845,2
9694-7845,1
8314-14964,2
8314-14584,1
14964-14584,1
13159-4361,2
13159-14174,1
4361-14174,2
669-1419,2
669-8167,1
1419-8167,1
8920-4616,2
8920-4892,1
4616-4892,2
5049-2940,1
5049-12129,1
2940-12129,2
9360-5041,1
9360-439,2
5041-439,1
8357-13106,1
8357-3944,2
13106-3944,1
7306-4536,2
7306-3825,1
4536-3825,1
12781-9274,2
12781-11337,1
9274-11337,1
10135-9937,1
10135-12414,2
9937-12414,2
4015-4650,1
4015-6174,1
4650-6174,2
3439-13919,2
3439-3443,1
13919-3443,1
5499-4970,2
5499-11123,2
4970-11123,1
3094-886,1
3094-13020,2
886-13020,2
13236-12914,1
13236-8529,1
12914-8529,2
9594-6624,1
10805-2764,1
10805-7534,1
2764-7534,2
3595-6867,2
3595-13252,2
6867-13252,2
7256-12420,2
7256-14694,2
12420-14694,1
10628-13832,1
10628-1095,1
13832-1095,2
11776-10263,2
11776-4888,1
10263-4888,2
9982-10733,1
9982-7902,1
10733-7902,1
14007-588,1
11819-8025,2
11819-3299,2
8025-3299,2
14736-7067,2
7054-10376,2
7054-11995,2
10376-11995,2
3423-4987,1
3423-7961,1
4987-7961,2
12555-5793,1
12555-660,2
5793-660,1
1918-5988,2
1918-7528,1
5988-7528,2
375-4619,1
375-4563,1
4619-4563,2
9925-1777,2
9925-14329,2
1777-14329,2
11038-5450,1
11038-15069,1
5450-15069,1
7058-4901,1
7058-7107,2
4901-7107,2
14099-11817,2
14099-6731,2
11817-6731,2
12817-5038,1
12817-3448,2
5038-3448,2
9859-8715,1
9859-7891,1
8715-7891,2
8836-5189,1
8836-4283,1
5189-4283,1
12738-6242,1
12738-2796,1
6242-2796,1
2727-10696,1
2727-4263,2
10696-4263,2
7037-4438,1
7037-5777,1
4438-5777,1
335-5259,1
2979-6137,1
2979-6328,2
6137-6328,1
5378-6256,1
5378-8296,1
6256-8296,1
10276-8071,2
10276-5165,1
8071-5165,1
10261-10107,1
14110-1562,2
14110-4599,2
1562-4599,1
12761-11677,2
12761-6040,1
11677-6040,1
7466-9785,2
4647-13496,1
4647-11713,2
13496-11713,2
6170-12859,1
6170-939,2
12859-939,1
14903-7770,2
14903-7744,1
7770-7744,2
417-4783,1
1875-2520,1
1875-576,2
2520-576,2
10832-7050,1
10832-12746,1
7050-12746,2
12342-1213,2
1248-315,2
1248-14490,2
315-14490,1
4024-3385,2
4024-1648,2
3385-1648,2
7338-557,1
7338-5540,1
557-5540,1
9948-11314,2
9948-13729,2
11314-13729,2
8931-199,1
8931-2145,2
199-2145,1
4638-18,2
4638-14543,2
18-14543,2
10679-11041,1
10679-7766,2
11041-7766,2
1616-3970,2
1616-13913,2
3970-13913,2
9992-6978,2
9992-1237,1
6978-1237,1
14860-10289,1
14860-13050,2
10289-13050,2
14434-13058,1
14434-10172,1
13058-10172,1
12460-10658,2
12460-14527,1
10658-14527,2
1599-111,2
1599-3913,2
111-3913,2
6706-8105,2
6706-6,2
8105-6,1
14873-14399,2
14873-13151,1
14399-13151,2
7355-7505,1
7355-2601,2
7505-2601,2
5760-3949,2
5760-6156,2
3949-6156,2
738-11758,2
738-12694,2
11758-12694,1
12767-7751,1
12767-13435,2
7751-13435,2
9147-2973,1
9147-629,2
2973-629,1
7301-10538,1
7301-7570,2
10538-7570,2
7966-4525,2
7966-7482,1
4525-7482,2
14125-9412,2
14125-11177,2
9412-11177,2
5664-13338,2
5664-3081,2
13338-3081,1
7835-559,2
7835-6567,1
559-6567,1
3574-8936,2
3574-285,2
8936-285,2
8737-8841,2
8737-14163,2
8841-14163,1
1523-1429,1
1523-4167,1
1429-4167,1
148-8742,1
148-9529,2
8742-9529,2
3879-6651,1
3879-4262,2
6651-4262,1
404-2711,2
404-11284,2
2711-11284,1
13279-11725,2
13279-7778,1
11725-7778,1
5413-1622,1
5413-2989,1
1622-2989,2
11864-14535,2
11864-10394,1
14535-10394,2
10082-8807,2
10082-9676,2
8807-9676,1
4826-9604,1
4826-9340,2
9604-9340,2
3727-8001,1
3727-1112,1
8001-1112,2
12348-10030,2
12348-14457,2
10030-14457,1
8914-8196,1
4995-6921,1
4995-646,1
6921-646,2
9100-2542,2
9100-3041,2
2542-3041,2
512-1694,2
512-10452,2
1694-10452,1
2681-14680,2
2681-9461,2
14680-9461,2
4230-13766,2
4230-1968,2
13766-1968,2
11841-8252,1
11841-260,2
8252-260,1
2223-9886,2
2223-11549,1
9886-11549,1
5632-10730,2
5632-13239,2
10730-13239,1
1388-13586,1
1388-10849,2
13586-10849,2
1698-13911,2
1698-10786,1
13911-10786,2
9263-7946,2
9263-10338,1
7946-10338,2
10207-13701,2
10207-1548,2
13701-1548,2
8089-110,2
8089-4184,2
110-4184,1
